MAG	GTDB	37mark	CheckM_Comp	CheckM_Cont	GenomeSize_MB	Abundance_CoverM
13_July_SF_Bin31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	Proteobacteria; Gammaproteobacteria	58.93	1.28	2.077	0.098
13_Oct_SF_Bin20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	Proteobacteria; Gammaproteobacteria	70.13	8.39	2.295	0.103
21_Oct_SF_Bin2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	Proteobacteria; Gammaproteobacteria	63.91	5.77	1.709	0.131
24_Jan_SF_Bin14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	Proteobacteria; Gammaproteobacteria	57.62	9.93	1.95	0.085
21_May_SF_Bin27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	66.25	8.87	2.285	0.068
24_Jan_SF_Bin6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	77.46	3.4	2.431	0.059
24_July_SF_Bin20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	64.25	3.11	1.96	0.053
24_May_SF_Bin18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	94	2.41	2.401	0.093
24_May_SF_Bin19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	67.15	5.51	1.895	0.052
24_Oct_SF_Bin33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	87.75	5.7	2.61	0.059
8_1_Jan_SF_Bin53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	70.38	3.98	1.982	0.078
8_1_July_SF_Bin11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	Proteobacteria; Gammaproteobacteria	81.71	3	2.626	0.094
4_1_Jan_SF_Bin26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__	Proteobacteria; Gammaproteobacteria	88.56	5.54	4.849	0.051
4_1_May_SF_Bin35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__	Proteobacteria; Gammaproteobacteria	87.87	6.99	4.652	0.049
4_1_Oct_SF_Bin22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__	Proteobacteria; Gammaproteobacteria	86.9	3.04	4.284	0.047
4_1_Jan_SF_Bin32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__IDS-8;s__	Proteobacteria; Gammaproteobacteria	86.75	5.55	3.74	0.057
4_1_May_SF_Bin44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__IDS-8;s__	Proteobacteria; Gammaproteobacteria	89.69	3.85	3.92	0.062
4_1_Oct_SF_Bin50	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__IDS-8;s__	Proteobacteria; Gammaproteobacteria	86.99	3.84	3.805	0.057
8_1_July_SF_Bin46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__IDS-8;s__	Proteobacteria; Gammaproteobacteria	59.99	7.58	2.845	0.048
13_Jan_SF_Bin29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	84.8	5.76	3.531	0.061
13_Jan_SF_Bin44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	64.96	4.3	2.789	0.039
13_July_SF_Bin18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	64.2	6	2.972	0.042
13_July_SF_Bin38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	90.17	4.48	3.834	0.064
13_July_SF_Bin49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	84.69	8.86	3.2	0.069
13_May_SF_Bin22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	93.97	7.68	3.678	0.071
13_May_SF_Bin44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	50.31	2.61	1.652	0.053
13_May_SF_Bin52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	83.69	4.23	3.186	0.060
13_May_SF_Bin53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	88.66	4.91	4.248	0.052
13_May_SF_Bin93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	63.35	8.49	2.869	0.070
13_Oct_SF_Bin18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	51.56	9.71	2.087	0.110
13_Oct_SF_Bin22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	76.7	5.81	3.157	0.059
21_Jan_SF_Bin38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	88.72	2.67	3.533	0.044
21_July_SF_Bin13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	70.85	0	3.197	0.043
21_May_SF_Bin21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	73.28	0	3.095	0.038
4_1_Jan_SF_Bin67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	85.97	2.83	3.288	0.041
4_1_May_SF_Bin74	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	87.12	2.44	3.335	0.042
4_1_Oct_SF_Bin24	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	Proteobacteria; Gammaproteobacteria	86.4	1.97	3.212	0.041
21_Jan_SF_Bin14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	57.91	2.48	2.084	0.060
21_July_SF_Bin10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	79.74	9.01	2.938	0.063
21_May_SF_Bin39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	88.08	3.74	3.254	0.060
21_Oct_SF_Bin29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	86	4.3	3.153	0.059
24_Jan_SF_Bin7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	89.83	9.25	3.444	0.064
24_July_SF_Bin19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	52.75	9.74	2.021	0.064
24_May_SF_Bin26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	61.08	7.33	2.32	0.059
24_Oct_SF_Bin22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937505	Proteobacteria; Gammaproteobacteria	88.74	8.85	3.234	0.062
13_July_SF_Bin51	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	Proteobacteria; Gammaproteobacteria	55.85	5.04	2.96	0.051
24_Oct_SF_Bin26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	Proteobacteria; Gammaproteobacteria	67.15	5.91	3.587	0.102
4_1_Jan_SF_Bin31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	Proteobacteria; Gammaproteobacteria	58.94	2.77	2.674	0.064
4_1_Oct_SF_Bin33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	Proteobacteria; Gammaproteobacteria	50.56	0.86	2.027	0.056
21_Jan_SF_Bin68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__	Proteobacteria; Gammaproteobacteria	79.37	0.88	2.568	0.037
13_Jan_SF_Bin32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	64.28	3.53	2.091	0.114
13_Jan_SF_Bin58	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	67.87	3.86	2.409	0.045
13_July_SF_Bin23_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	71.93	4.77	2.685	0.045
13_July_SF_Bin23_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	52.73	2.41	1.594	0.080
13_May_SF_Bin65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	74.12	2.1	2.487	0.045
13_May_SF_Bin98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	73.44	8.19	3.013	0.100
13_Oct_SF_Bin17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	74.51	7.28	3.181	0.149
21_Jan_SF_Bin41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	73.42	8.15	3.081	0.099
21_Jan_SF_Bin42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	59.12	2.46	2.323	0.100
21_July_SF_Bin22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	54.88	2.9	1.886	0.106
21_May_SF_Bin26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	82.23	8.07	2.746	0.135
21_Oct_SF_Bin13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	58.9	4.19	2.442	0.132
21_Oct_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	52.39	9.61	2.049	0.173
24_Oct_SF_Bin30	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	55.39	4.36	2.123	0.126
4_1_Jan_SF_Bin34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	89.41	3.66	3.546	0.043
4_1_May_SF_Bin72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	86.94	3.36	3.254	0.041
4_1_Oct_SF_Bin55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	88.81	3.5	3.459	0.043
8_1_Jan_SF_Bin85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	76.17	6.53	2.565	0.046
8_1_July_SF_Bin65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	89.34	3.76	2.811	0.042
8_1_July_SF_Bin68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	59.56	4.77	2.381	0.053
8_1_July_SF_Bin69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	Proteobacteria; Gammaproteobacteria	87.73	4.56	3.451	0.053
21_May_SF_Bin5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	Proteobacteria; Gammaproteobacteria	85.6	5.46	3.156	0.038
24_July_SF_Bin2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	Proteobacteria; Gammaproteobacteria	84.3	5.72	3.343	0.043
24_May_SF_Bin1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	Proteobacteria; Gammaproteobacteria	80.33	5.62	3.064	0.036
24_Oct_SF_Bin28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	Proteobacteria; Gammaproteobacteria	96.01	7.88	3.844	0.047
24_July_SF_Bin11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	Proteobacteria; Gammaproteobacteria	57.11	3.85	2.304	0.054
24_Oct_SF_Bin7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	Proteobacteria; Gammaproteobacteria	88.21	7.64	3.889	0.072
24_Jan_SF_Bin3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	Proteobacteria; Gammaproteobacteria	52.18	2.43	1.862	0.054
24_Oct_SF_Bin43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__	Proteobacteria; Gammaproteobacteria	75.8	3.05	2.852	0.067
4_1_July_SF_Bin22	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__;g__;s__	Proteobacteria; Deltaproteobacteria	94.54	5.04	2.789	0.217
4_1_July_SF_Bin46	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__;g__;s__	Proteobacteria; Deltaproteobacteria	84.77	1.12	2.274	0.030
4_1_July_SF_Bin48	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__;g__;s__	Proteobacteria; Deltaproteobacteria	84.48	8.67	3.596	0.070
8_1_Oct_SF_Bin72	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__;g__;s__	Proteobacteria; Deltaproteobacteria	82.92	2.81	3.167	0.032
8_1_July_SF_Bin26	d__Bacteria;p__SAR324;c__SAR324;o__XYD2-FULL-50-16;f__XYD2-FULL-50-16;g__;s__	Proteobacteria; Deltaproteobacteria	87.27	1.19	3.035	0.023
8_1_Oct_SF_Bin1	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__;s__	Spirochaetes	86.06	0	3.484	0.022
4_1_July_SF_Bin31	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__;g__;s__	Spirochaetes	93.75	3.47	2.646	0.027
4_1_July_SF_Bin56	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__;g__;s__	Spirochaetes	90.95	3.7	2.857	0.041
8_1_Oct_SF_Bin24	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__J094;g__;s__	Spirochaetes	93.75	2.25	3.316	0.044
8_1_Oct_SF_Bin25	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__J094;g__;s__	Spirochaetes	93.19	1.12	3.042	0.035
4_1_July_SF_Bin25	d__Bacteria;p__Spirochaetota;c__UBA6919;o__UBA6919;f__UBA6919;g__;s__	Spirochaetes	80.29	8.8	2.997	0.032
8_1_Oct_SF_Bin4	d__Bacteria;p__Spirochaetota;c__UBA6919;o__UBA6919;f__UBA6919;g__;s__	Spirochaetes	62.46	6.81	2.864	0.017
21_Jan_SF_Bin1	d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__;s__	Nitrospinae	69.93	3.04	7.125	0.025
8_1_Jan_SF_Bin108	d__Bacteria;p__UBA6262;c__UBA6262;o__WVXT01;f__WVXT01;g__WVXT01;s__	Elusimicrobia	70.66	6.06	1.313	0.044
8_1_Oct_SF_Bin55	d__Bacteria;p__UBA6262;c__UBA6262;o__WVXT01;f__WVXT01;g__WVXT01;s__	Elusimicrobia	78.18	9.36	1.501	0.050
24_Oct_SF_Bin18	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__	Kiritimatiellaeota	50.08	1.35	1.219	0.032
13_Jan_SF_Bin43	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__UBA5540;s__	Kiritimatiellaeota	52.84	4.51	0.827	0.032
4_1_July_SF_Bin39	d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__SM23-42;g__SM23-42;s__	WOR-3	95.6	1.1	2.721	0.044
8_1_Jan_SF_Bin14	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__DTLI01;g__;s__	WOR-3	77.65	0.48	1.998	0.033
8_1_Oct_SF_Bin39	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__DTLI01;g__;s__	WOR-3	78.77	2.35	2.202	0.036
24_Jan_SF_Bin5	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	Zixibacteria	99.63	1.1	4.762	0.030
24_July_SF_Bin5	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	Zixibacteria	98.53	2.2	4.726	0.029
24_Oct_SF_Bin8	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	Zixibacteria	93.07	1.1	4.426	0.028
4_1_July_SF_Bin17	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	Zixibacteria	93.34	2.2	3.405	0.030
4_1_July_SF_Bin42	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__RBG-16-43-9;g__;s__	Zixibacteria	87.48	1.65	2.206	0.033
